,id,state,gender,dob,avggift,hv1,med_house_income,avg_fam_income,hvp1,ic5,pobc1,pobc2,med_fam_income,avg_house_income,domain,profit,target_d
89,147406,Cali,M,2801,30.94117647,5209.0,1054,1128.0,99,52654,7,47,1220.0,1058,U1,7.0588235300000015,38.0
90,103468,MO,F,4103,7.1,476.0,219,319.0,0,10966,1,74,280.0,272,T2,7.9,15.0
91,84100,MN,M,3201,14.0,1515.0,648,781.0,17,25787,6,63,684.0,717,S1,0.0,14.0
92,137548,AZ,M,2009,7.933333332999999,2158.0,411,640.0,54,33235,7,12,516.0,535,C1,1.0666666670000007,9.0
93,6932,MO,M,1708,7.264705882,1110.0,460,624.0,5,21875,2,58,544.0,538,S1,2.7352941179999997,10.0
94,37118,FL,,2607,9.857142857000001,581.0,349,373.0,0,9667,19,53,361.0,359,S2,5.142857142999999,15.0
95,109179,LA,M,4201,10.18181818,563.0,259,342.0,3,10726,1,90,301.0,308,R2,3.8181818199999995,14.0
96,140642,NM,F,2710,5.0,740.0,240,324.0,2,10701,9,26,288.0,294,T2,0.0,5.0
97,77057,IA,F,3601,12.33333333,516.0,332,379.0,0,13293,2,75,378.0,347,S2,2.6666666699999997,15.0
98,83131,MN,M,0,10.0,575.0,249,316.0,0,9843,0,86,282.0,290,R2,10.0,20.0
99,168078,Cali,M,3501,13.66666667,2357.0,511,609.0,81,23786,26,55,540.0,570,S1,5.33333333,19.0
100,32975,SC,M,5908,10.875,645.0,304,376.0,0,6826,3,15,360.0,306,S2,14.125,25.0
101,37472,FL,M,0,20.0,825.0,233,301.0,0,9747,63,21,239.0,290,C3,0.0,20.0
102,63113,IN,M,2805,5.375,531.0,246,290.0,0,10423,2,70,278.0,272,T2,-0.375,5.0
103,57039,KY,F,2911,4.302325581,195.0,131,179.0,0,5727,0,94,148.0,159,R3,0.6976744190000002,5.0
104,58786,KY,F,2701,6.055555556,423.0,293,279.0,0,10343,0,82,297.0,274,R2,13.944444444,20.0
105,164306,Cali,F,0,15.0,2725.0,629,734.0,83,24424,9,51,684.0,662,S2,15.0,30.0
106,113129,OK,F,1501,20.0,359.0,220,299.0,0,13024,0,64,247.0,270,S1,0.0,20.0
107,19094,CT,F,0,28.33333333,1373.0,472,517.0,2,17363,5,71,463.0,504,T1,11.666666670000001,40.0
108,102224,NJ,J,0,6.125,1439.0,370,464.0,3,13353,15,61,414.0,417,S1,-0.125,6.0
109,155375,Cali,F,2201,5.846153846,889.0,398,495.0,0,13782,7,68,488.0,450,S2,0.153846154,6.0
110,185030,FL,M,1704,10.15384615,824.0,248,326.0,0,15008,15,7,274.0,288,U1,-0.15384614999999968,10.0
111,149887,Cali,M,0,10.83333333,1993.0,442,520.0,49,16427,15,53,472.0,484,C3,4.16666667,15.0
112,117216,TX,F,6201,10.25,618.0,233,394.0,0,12864,9,75,310.0,302,S2,19.75,30.0
113,167892,Cali,F,0,7.666666667,3259.0,267,591.0,83,19399,17,49,626.0,508,U1,2.3333333329999997,10.0
114,107618,NE,F,1801,2.361111111,151.0,180,273.0,0,9138,0,68,208.0,230,R3,-0.36111111100000004,2.0
115,72410,MI,M,0,14.57142857,492.0,272,402.0,0,14442,1,55,370.0,317,T2,5.42857143,20.0
116,112319,AR,Female,3201,17.0,892.0,380,468.0,5,19444,2,21,406.0,426,C1,13.0,30.0
117,28061,GA,F,5902,5.484848485,948.0,531,584.0,1,19537,2,65,530.0,585,T2,-0.48484848499999966,5.0
118,108371,LA,F,1401,24.16666667,717.0,190,302.0,0,10888,21,62,313.0,235,U2,-4.1666666700000015,20.0
119,187807,MI,M,8305,12.1,612.0,330,400.0,1,13162,1,27,326.0,392,R2,9.9,22.0
120,180383,WA,F,609,8.214285713999999,919.0,338,346.0,1,12507,5,56,337.0,349,C3,2.785714286000001,11.0
121,183013,WA,male,3001,10.0,697.0,317,406.0,0,13561,3,34,364.0,337,S2,1.0,11.0
122,187769,Cali,M,5403,10.6,5059.0,693,847.0,99,29368,10,48,752.0,751,S1,14.4,25.0
123,191056,Cali,M,801,28.83333333,5667.0,492,848.0,98,51280,11,35,808.0,594,U1,18.16666667,47.0
124,151891,Cali,F,0,11.44444444,2750.0,668,781.0,91,26199,10,44,701.0,717,S2,3.55555556,15.0
125,5822,KS,F,2901,6.07675,513.0,400,482.0,0,20842,3,66,434.0,436,S2,4.92325,11.0
126,164969,Cali,F,6001,5.684210526,1848.0,505,581.0,33,19729,28,49,515.0,560,S1,1.3157894739999998,7.0
127,172846,Cali,M,4201,14.11111111,1417.0,406,508.0,18,18590,29,49,341.0,519,C2,-4.1111111099999995,10.0
128,95951,IL,F,4804,8.076923077,347.0,210,286.0,0,10356,6,74,255.0,229,C3,11.923076923,20.0
129,18089,NC,M,5001,13.77777778,994.0,404,530.0,2,17420,1,70,475.0,485,C1,11.22222222,25.0
130,35276,FL,,1701,6.642857143,3542.0,642,843.0,76,53131,3,31,690.0,807,C1,3.3571428570000004,10.0
131,18607,NC,M,6001,7.769230769,797.0,377,451.0,2,16163,0,74,418.0,423,T2,15.230769231,23.0
132,61275,IN,M,4801,7.6363636360000005,791.0,361,428.0,1,13805,1,74,407.0,390,T2,4.3636363639999995,12.0
133,36141,FL,F,2805,15.0,957.0,408,459.0,16,17718,5,17,399.0,450,C1,-5.0,10.0
134,85716,MN,F,2401,25.0,357.0,164,254.0,0,8443,1,78,214.0,215,R3,0.0,25.0
135,154195,Cali,F,0,20.0,896.0,336,418.0,2,14513,7,46,362.0,389,T2,0.0,20.0
136,46755,AL,F,0,4.833333333,402.0,232,300.0,0,10540,1,86,249.0,276,R2,0.16666666700000032,5.0
137,13239,FL,M,2901,2.916666667,3083.0,166,332.0,52,16019,26,3,270.0,233,C1,0.08333333300000012,3.0
138,86068,SD,F,0,9.363636364,460.0,247,372.0,0,11245,1,69,357.0,300,R2,-4.3636363639999995,5.0
139,67900,MI,M,4801,17.5,294.0,279,404.0,0,10385,2,80,355.0,391,U4,2.5,20.0
140,59610,IN,F,2301,10.0,1199.0,547,605.0,2,20694,0,69,556.0,597,T1,5.0,15.0
141,13378,CA,F,2401,5.714285714,1125.0,280,362.0,15,10857,10,51,336.0,305,T2,1.2857142860000002,7.0
142,20752,NC,M,2001,8.533333333,974.0,252,330.0,3,13321,2,32,279.0,300,C2,4.466666667,13.0
143,30934,GA,M,905,12.5,316.0,213,280.0,0,8956,0,79,238.0,254,R2,2.5,15.0
144,102163,MO,F,4301,25.0,825.0,401,555.0,1,28003,4,49,463.0,464,C1,5.0,30.0
145,128976,TX,F,7001,6.142857143,642.0,271,312.0,0,9453,12,35,284.0,306,S2,3.8571428570000004,10.0
146,44088,IN,M,3602,7.6875,1263.0,468,601.0,21,26265,4,58,517.0,548,C1,2.3125,10.0
147,154931,CA,F,0,8.0,1809.0,454,543.0,35,15886,12,44,466.0,503,C2,2.0,10.0
148,87939,IL,M,901,13.0,5294.0,1035,1065.0,96,60053,12,57,1165.0,1012,S1,17.0,30.0
149,140779,NV,F,4601,5.75,1161.0,448,570.0,5,20691,8,14,484.0,536,S1,0.25,6.0
150,113838,OK,F,0,6.333333333,295.0,150,248.0,0,8962,1,62,203.0,195,R3,1.6666666670000003,8.0
151,156568,CA,,4812,40.08333333,3020.0,756,823.0,95,26135,4,46,765.0,809,S1,34.91666667,75.0
152,130485,CO,F,3001,8.571428571,431.0,258,541.0,0,25828,3,32,342.0,386,U2,7.428571429,16.0
153,101803,MO,F,4701,11.0,544.0,264,340.0,0,16194,1,71,283.0,326,C3,14.0,25.0
154,41899,FL,M,0,7.846153846,618.0,223,335.0,2,13341,7,22,278.0,278,U3,2.153846154,10.0
155,30795,GA,M,0,5.444444444,323.0,183,210.0,2,7139,0,77,207.0,201,T3,4.555555556,10.0
156,133256,ID,M,2002,13.0,1104.0,511,566.0,7,17366,3,50,528.0,534,C1,-3.0,10.0
157,151203,CA,U,0,8.2,2135.0,417,456.0,58,18907,10,55,417.0,433,0,-3.1999999999999993,5.0
158,31425,GA,M,3901,4.8888888889999995,671.0,287,441.0,3,16517,4,70,365.0,372,T3,11.111111111,16.0
159,70524,MI,F,3204,10.8,510.0,228,394.0,0,12576,1,80,370.0,324,R2,12.2,23.0
160,161229,CA,F,4201,8.666666667000001,650.0,302,318.0,13,7080,43,49,302.0,315,R2,12.333333332999999,21.0
161,83181,MN,F,0,12.72727273,487.0,248,327.0,0,10792,1,88,287.0,286,R2,2.2727272700000007,15.0
162,143528,CA,F,4905,7.523809524,2925.0,288,376.0,83,23046,27,21,305.0,353,U1,2.476190476,10.0
163,42970,FL,M,0,4.428571429,884.0,242,313.0,1,13491,6,6,268.0,271,T2,-1.4285714289999998,3.0
164,83708,MN,F,5609,8.4,753.0,341,442.0,0,15502,1,80,393.0,373,S1,1.5999999999999996,10.0
165,101390,MO,F,5701,2.5714285709999998,594.0,337,347.0,1,13094,0,79,350.0,343,C2,-0.5714285709999998,2.0
166,77898,WI,male,2808,7.5,627.0,367,444.0,0,15350,6,71,427.0,394,S2,2.5,10.0
167,77345,WI,male,0,13.2,806.0,331,447.0,0,15120,1,85,420.0,382,S1,2.8000000000000007,16.0
168,142579,CA,F,201,10.71428571,3149.0,504,672.0,80,22033,8,33,601.0,562,U1,9.28571429,20.0
169,162209,CA,F,2005,9.2,5266.0,495,785.0,96,43828,17,36,675.0,669,S1,0.8000000000000007,10.0
170,171396,CA,M,0,5.0,1401.0,441,466.0,1,15438,6,49,445.0,462,C2,1.0,6.0
171,129530,CO,M,5401,12.5,593.0,163,230.0,0,9520,8,33,180.0,207,S2,-2.5,10.0
172,33773,FL,F,0,13.0,915.0,308,438.0,13,17783,8,19,357.0,367,R1,7.0,20.0
173,10031,NE,F,3001,7.285714286,456.0,258,381.0,2,13411,2,75,311.0,314,T2,2.714285714,10.0
174,62056,IN,M,4601,4.625,610.0,319,407.0,0,11815,0,86,336.0,384,R2,2.375,7.0
175,11494,FL,M,6501,8.4,1229.0,469,544.0,21,17313,2,30,502.0,507,T1,-3.4000000000000004,5.0
176,44847,FL,M,5201,9.769230769,428.0,140,208.0,1,9064,7,35,196.0,171,T2,0.23076923100000002,10.0
177,94851,IL,F,1601,7.307692307999999,2333.0,316,744.0,61,33535,18,45,643.0,420,U1,2.692307692000001,10.0
178,15668,NC,M,4101,9.333333332999999,707.0,383,433.0,0,13852,0,84,400.0,398,R2,35.666666667,45.0
179,175579,OR,F,4806,16.66666667,377.0,171,187.0,0,21980,16,42,199.0,219,U4,3.3333333299999985,20.0
180,150534,CA,U,0,5.0,1624.0,380,408.0,13,9685,38,47,382.0,407,U3,-1.0,4.0
181,68441,MI,F,4201,27.5,348.0,184,316.0,0,11686,0,71,269.0,264,U4,2.5,30.0
182,157185,CA,F,0,6.785652174,1878.0,523,566.0,35,16084,8,62,526.0,564,C1,-1.785652174,5.0
183,90816,IL,F,5309,17.8,777.0,378,423.0,0,14106,6,84,386.0,396,S2,2.1999999999999993,20.0
184,94915,IL,F,4309,12.16666667,1463.0,117,523.0,8,13344,26,60,439.0,266,U1,2.8333333300000003,15.0
185,118392,TX,M,1701,5.347826087,375.0,153,248.0,0,7798,1,84,214.0,206,R3,6.652173913,12.0
186,187571,IN,,0,19.66666667,561.0,302,331.0,1,10873,0,60,301.0,323,R2,6.3333333299999985,26.0
187,21659,NC,M,5401,7.875,502.0,199,261.0,1,8726,0,85,250.0,229,R2,2.125,10.0
188,157672,CA,M,3101,12.66666667,4206.0,789,850.0,93,37411,19,36,804.0,834,C1,-2.6666666699999997,10.0
189,64166,IN,M,1701,16.6,800.0,283,425.0,4,15160,7,60,398.0,338,T2,6.399999999999999,23.0
190,185304,CO,M,2505,15.21428571,1472.0,625,732.0,27,27469,3,24,653.0,687,T1,5.78571429,21.0
191,57963,KY,F,2709,8.4375,492.0,332,471.0,3,21410,0,71,450.0,425,C2,1.5625,10.0
192,98249,IL,F,0,6.666666667,609.0,314,385.0,1,11360,0,92,347.0,349,R2,3.3333333329999997,10.0
193,153689,CA,F,3001,9.5,2430.0,604,669.0,85,20529,11,42,610.0,659,S1,10.5,20.0
194,157807,CA,M,2401,10.25,2559.0,581,651.0,84,21559,13,51,591.0,614,S1,5.75,16.0
195,41715,FL,,0,3.3,696.0,272,427.0,7,16474,7,22,357.0,358,U3,-0.2999999999999998,3.0
196,45356,FL,M,2006,6.608695652000001,762.0,254,411.0,7,17458,7,13,355.0,327,U2,1.3913043479999994,8.0
197,163506,CA,F,0,15.85714286,3556.0,735,805.0,98,34382,9,55,701.0,838,U1,-0.8571428599999997,15.0
198,107727,NE,F,4007,5.279069767,441.0,260,353.0,0,12452,1,75,321.0,300,T2,1.7209302329999998,7.0
199,64212,IN,F,2601,15.66666667,502.0,319,388.0,0,12989,1,80,363.0,341,C2,4.33333333,20.0
200,60252,IN,M,0,13.45454546,673.0,284,373.0,0,15149,1,67,330.0,335,S2,1.5454545399999997,15.0
201,45101,FL,F,0,4.125,1173.0,322,494.0,5,18738,7,14,424.0,407,C1,-1.125,3.0
202,36528,FL,F,2303,25.0,934.0,323,400.0,1,9980,73,17,373.0,376,S2,0.0,25.0
203,38820,FL,M,1306,9.576923077,1332.0,357,497.0,2,21444,14,15,411.0,422,C1,10.423076923,20.0
204,133906,ID,F,0,15.0,451.0,225,294.0,1,10244,1,43,261.0,262,R2,-5.0,10.0
205,12226,CO,F,1301,5.4117647060000005,649.0,238,302.0,0,10417,7,60,273.0,272,C2,2.5882352939999995,8.0
206,8696,OK,F,0,13.0,590.0,410,456.0,0,13115,1,65,439.0,433,T2,-2.0,11.0
207,119368,TX,F,4008,11.5,500.0,291,379.0,0,19609,6,50,316.0,314,C1,13.5,25.0
208,14319,FL,M,2601,10.7,368.0,230,295.0,0,9547,0,68,271.0,261,S3,8.3,19.0
209,118408,TX,M,2109,9.0,427.0,315,377.0,0,11299,2,86,365.0,340,R2,6.0,15.0
210,146585,CA,F,0,4.243243243,1458.0,173,249.0,7,8381,40,38,191.0,220,U3,3.756756757,8.0
211,120115,TX,M,701,40.875,274.0,154,256.0,1,8881,6,84,214.0,199,R3,159.125,200.0
212,57463,KY,F,2512,11.14285714,584.0,274,341.0,0,15105,3,62,287.0,336,S2,-1.1428571400000003,10.0
213,94394,IL,F,3308,8.916666667000001,553.0,306,348.0,0,9296,2,72,309.0,333,U3,1.0833333329999988,10.0
214,155135,CA,M,3001,6.75,903.0,321,390.0,0,10985,8,54,406.0,358,S3,0.25,7.0
215,149595,CA,M,6008,12.5,2545.0,361,358.0,80,14300,38,37,304.0,386,S2,4.5,17.0
216,166606,CA,F,3401,39.44444444,1778.0,411,503.0,27,18236,21,41,480.0,439,U1,10.555555560000002,50.0
217,8240,CA,,0,10.81481482,1187.0,328,428.0,11,13978,11,49,366.0,393,0,-0.8148148200000005,10.0
218,185904,TX,F,5801,7.076923077000001,1448.0,651,724.0,18,24736,3,49,667.0,698,S1,5.923076922999999,13.0
219,49351,AL,Male,3401,14.2,712.0,377,472.0,1,15013,0,73,398.0,446,T2,0.8000000000000007,15.0
220,191779,FL,M,2701,25.0,1432.0,636,772.0,24,35544,0,44,693.0,680,0,125.0,150.0
221,169881,CA,F,0,8.222222222000001,2598.0,470,661.0,74,31631,9,36,557.0,562,C1,6.777777777999999,15.0
222,144356,CA,F,0,6.538461539,2855.0,311,537.0,78,18525,28,47,385.0,484,U2,13.461538461,20.0
223,186528,TX,F,2212,9.8125,535.0,244,402.0,3,17053,8,86,437.0,317,C2,5.1875,15.0
224,14161,WA,male,2805,7.818181817999999,703.0,161,232.0,0,8860,2,55,206.0,206,T3,2.1818181820000007,10.0
225,190839,IL,M,5601,12.5,662.0,352,456.0,1,13460,17,60,406.0,394,U3,2.5,15.0
226,146269,CA,F,4601,7.25,2973.0,576,654.0,85,18497,39,41,591.0,624,U1,2.75,10.0
227,188507,CA,F,2601,9.769230769,2289.0,631,679.0,66,22571,8,61,647.0,657,T1,0.23076923100000002,10.0
228,116251,TX,F,505,6.409090909,1274.0,789,825.0,1,26360,4,31,798.0,804,S1,3.5909090910000003,10.0
229,81945,WI,male,6401,15.0,840.0,458,548.0,11,20327,1,79,471.0,513,S1,5.0,20.0
230,8989,WA,F,1401,10.5,1024.0,441,472.0,5,13462,5,46,451.0,446,T2,21.5,32.0
231,47282,AL,F,5701,7.5,558.0,336,398.0,0,13299,2,77,354.0,382,S2,7.5,15.0
232,2950,MT,M,0,4.85,717.0,306,358.0,1,11279,2,37,315.0,333,R1,-2.8499999999999996,2.0
233,87771,IL,F,6401,13.33333333,1667.0,541,624.0,26,21458,8,65,603.0,592,U1,6.66666667,20.0
234,167934,WA,F,3201,10.72727273,843.0,423,486.0,5,16476,6,32,424.0,475,S2,10.27272727,21.0
235,26045,GA,F,4801,9.666666667000001,583.0,360,434.0,5,24198,4,22,374.0,405,C1,4.333333332999999,14.0
236,661,CA,M,6509,19.47058824,1801.0,495,525.0,34,18663,3,48,534.0,475,U2,0.5294117599999986,20.0
237,47569,AL,F,0,9.153846154,863.0,406,562.0,2,19862,3,58,527.0,459,C2,0.846153846,10.0
238,176743,OR,M,201,4.8571428569999995,335.0,140,170.0,0,6682,7,36,157.0,154,C3,2.1428571430000005,7.0
239,188164,TX,,0,8.533333333,1362.0,575,718.0,8,21447,4,63,645.0,627,S1,1.4666666670000001,10.0
240,134364,UT,F,0,20.0,700.0,252,302.0,0,12806,6,63,257.0,281,U2,0.0,20.0
241,93742,IL,F,3504,20.0,562.0,360,474.0,0,12391,24,69,480.0,388,U3,10.0,30.0
242,39479,FL,M,3306,4.105769231,1287.0,479,616.0,7,20795,15,35,508.0,567,C2,-0.10576923100000002,4.0
